NCT_ID,Sponsor,Study_Name,Start_Date,End_Date,Current_Status,Facility,Lat,Lon,City,State,Zip,Country,Hover_City,Facility_dedupe,Dedupe_City
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,39.12713,-84.51435,Cincinnati,Ohio,45229,United States,"Cincinnati, Ohio, United States",Ovid Therapeutics Investigative Site,"Cincinnati, Ohio, United States"
NCT03882918,Ovid Therapeutics Inc.,"An Open-Label Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of OV101 in Individuals With Angelman Syndrome",2019-03-18,2021-06-30,TERMINATED,Ovid Therapeutics Investigative Site,39.12713,-84.51435,Cincinnati,Ohio,45229,United States,"Cincinnati, Ohio, United States",Ovid Therapeutics Investigative Site,"Cincinnati, Ohio, United States"
NCT00296764,Boston Children's Hospital,Angelman Syndrome Natural History Study,2006-02-24,2014-08,COMPLETED,Cincinnati Children's Hospital and Medical Center,39.12713,-84.51435,Cincinnati,Ohio,45229,United States,"Cincinnati, Ohio, United States",Cincinnati Children's Hospital and Medical Center,"Cincinnati, Ohio, United States"
NCT01281475,Boston Children's Hospital,A Phase 2 Randomized Placebo-Controlled Trial of Levodopa in Angelman Syndrome,2011-01-20,2015-07,COMPLETED,Cincinnati Children's Hospital,39.12713,-84.51435,Cincinnati,Ohio,45229,United States,"Cincinnati, Ohio, United States",Cincinnati Children's Hospital and Medical Center,"Cincinnati, Ohio, United States"
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,39.12713,-84.51435,Cincinnati,Ohio,45229,United States,"Cincinnati, Ohio, United States",Ovid Therapeutics Investigative Site,"Cincinnati, Ohio, United States"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,39.91678,-75.38769,Media,Pennsylvania,19063,United States,"Media, Pennsylvania, United States",Ovid Therapeutics Investigative Site,"Media, Pennsylvania, United States"
NCT03882918,Ovid Therapeutics Inc.,"An Open-Label Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of OV101 in Individuals With Angelman Syndrome",2019-03-18,2021-06-30,TERMINATED,Ovid Therapeutics Investigative Site,39.91678,-75.38769,Media,Pennsylvania,19063,United States,"Media, Pennsylvania, United States",Ovid Therapeutics Investigative Site,"Media, Pennsylvania, United States"
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,39.91678,-75.38769,Media,Pennsylvania,19063,United States,"Media, Pennsylvania, United States",Ovid Therapeutics Investigative Site,"Media, Pennsylvania, United States"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,-27.46794,153.02809,Brisbane,Queensland,4101,Australia,"Brisbane, Queensland, Australia",Ovid Therapeutics Investigative Site,"Brisbane, Queensland, Australia"
NCT05293184,"Foundation for Angelman Syndrome Therapeutics, Australia",The Global Angelman Syndrome Registry,2017-06-27,2099-12-31,RECRUITING,Queensland University of Technology,-27.46794,153.02809,Brisbane,Queensland,4000,Australia,"Brisbane, Queensland, Australia",Queensland University of Technology,"Brisbane, Queensland, Australia"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,-37.75,145.06667,Heidelberg,Victoria,3084,Australia,"Heidelberg, Victoria, Australia",Ovid Therapeutics Investigative Site,"Heidelberg, Victoria, Australia"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Austin Health,-37.75,145.06667,Heidelberg,Victoria,3084,Australia,"Heidelberg, Victoria, Australia",Austin Health,"Heidelberg, Victoria, Australia"
NCT05011851,Neuren Pharmaceuticals Limited,"An Open-Label Study of the Safety, Tolerability, and Pharmacokinetics of Oral NNZ-2591 in Angelman Syndrome",2021-08-05,2024-07-16,COMPLETED,Austin Health,-37.75,145.06667,Heidelberg,Victoria,3084,Australia,"Heidelberg, Victoria, Australia",Austin Health,"Heidelberg, Victoria, Australia"
NCT06353620,IRCCS Eugenio Medea,Structural-functional Connectome With High-density Electroencephalography in Drug-resistant Epilepsies and Rare Neurodevelopmental Syndromes With Epilepsy,2024-03-20,2027-02-28,RECRUITING,IRCCS E.Medea,45.88805,12.30201,Conegliano,Treviso,31015,Italy,"Conegliano, Treviso, Italy","I.R.C.C.S. ""E.Medea""","Conegliano, Treviso, Italy"
NCT06337383,IRCCS Eugenio Medea,"Study of the Prevalence of Autistic Traits in Angelman Syndrome, the Correlation With Cognitive Level, Epilepsy, With Socio-communication Skills and Parenting Styles",2024-03-21,2024-06,RECRUITING,"I.R.C.C.S. ""E.Medea""",45.88805,12.30201,Conegliano,Treviso,31015,Italy,"Conegliano, Treviso, Italy","I.R.C.C.S. ""E.Medea""","Conegliano, Treviso, Italy"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,"Crystal BioMedical Research, LLC",25.90871,-80.30866,Miami Lakes,Florida,33014,United States,"Miami Lakes, Florida, United States","Crystal BioMedical Research, LLC","Miami Lakes, Florida, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Lake Mary Pediatrics,28.94888,-81.29867,Orange City,Florida,32763,United States,"Orange City, Florida, United States",Lake Mary Pediatrics,"Orange City, Florida, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Mate Lazlo,26.71534,-80.05337,West Palm Beach,Florida,33408,United States,"West Palm Beach, Florida, United States",Mate Lazlo,"West Palm Beach, Florida, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,"Attalla Consultants LLC, dba Institue for Behabiovral medicine",33.88399,-84.51438,Smyrna,Georgia,30080-6315,United States,"Smyrna, Georgia, United States","Attalla Consultants LLC, dba Institue for Behabiovral medicine","Smyrna, Georgia, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,AMR Baber research INC,41.78586,-88.14729,Naperville,Illinois,60563,United States,"Naperville, Illinois, United States",AMR Baber research INC,"Naperville, Illinois, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Kennedy Krieger Institute,39.29038,-76.61219,Baltimore,Maryland,21205,United States,"Baltimore, Maryland, United States",Kennedy Krieger Institute,"Baltimore, Maryland, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Child Neurology Specialists/ CRCN,36.0397,-114.98194,Henderson,Nevada,89052,United States,"Henderson, Nevada, United States",Child Neurology Specialists/ CRCN,"Henderson, Nevada, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,"Clinical research center of New Jersey, LLC",40.48122,-74.48321,Voorhees,New Jersey,08043,United States,"Voorhees, New Jersey, United States","Clinical research center of New Jersey, LLC","Voorhees, New Jersey, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Geinsinger Clinic,40.96342,-76.61273,Danville,Pennsylvania,17822,United States,"Danville, Pennsylvania, United States",Geinsinger Clinic,"Danville, Pennsylvania, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,The children's hospital of Philadelphia,39.95233,-75.16379,Philadelphia,Pennsylvania,19104-4399,United States,"Philadelphia, Pennsylvania, United States",The children's hospital of Philadelphia,"Philadelphia, Pennsylvania, United States"
NCT01852708,"Natera, Inc.",Development of Non-invasive Prenatal Diagnostic Test for Microdeletion/Microduplication and Other Genetic Disorders Based on Fetal DNA Isolated From Maternal Blood,2013-05-06,2020-10,COMPLETED,The Children's Hospital of Philadelphia,39.95233,-75.16379,Philadelphia,Pennsylvania,19104,United States,"Philadelphia, Pennsylvania, United States",The children's hospital of Philadelphia,"Philadelphia, Pennsylvania, United States"
NCT02109770,"Natera, Inc.",Development of Non-invasive Prenatal Test for Microdeletion/Duplication and Other Genetic Syndromes Based on Fetal DNA Isolated From Maternal Blood,2014-04-08,2019-08,COMPLETED,Children's Hospital Of Philadelphia,39.95233,-75.16379,Philadelphia,Pennsylvania,19104,United States,"Philadelphia, Pennsylvania, United States",The children's hospital of Philadelphia,"Philadelphia, Pennsylvania, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,INSITE Clinical Research,32.58986,-96.85695,DeSoto,Texas,75115,United States,"DeSoto, Texas, United States",INSITE Clinical Research,"DeSoto, Texas, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Sleep Therapy & Research Center,29.42412,-98.49363,San Antonio,Texas,78229,United States,"San Antonio, Texas, United States",Sleep Therapy & Research Center,"San Antonio, Texas, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,"Road Runner Research, Ltd",29.42412,-98.49363,San Antonio,Texas,78258,United States,"San Antonio, Texas, United States","Road Runner Research, Ltd","San Antonio, Texas, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Ericksen Research & Development,41.13967,-112.0505,Clinton,Utah,32763,United States,"Clinton, Utah, United States",Ericksen Research & Development,"Clinton, Utah, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Pacific institute of medical science,47.76232,-122.2054,Bothell,Washington,98011,United States,"Bothell, Washington, United States",Pacific institute of medical science,"Bothell, Washington, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Helsinki Sleep Clinic Vitalmed OY,60.16952,24.93545,Helsinki,,,Finland,"Helsinki, Finland",Helsinki Sleep Clinic Vitalmed OY,"Helsinki, Finland"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Hospital Raymond Poincare,48.84226,2.18232,Garches,,,France,"Garches, France",Hospital Raymond Poincare,"Garches, France"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Yulius Mental Health Organization,51.81,4.67361,Dordrecht,,,Netherlands,"Dordrecht, Netherlands",Yulius Mental Health Organization,"Dordrecht, Netherlands"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Hospital Gelderse Vallei,52.03333,5.65833,Ede,,,Netherlands,"Ede, Netherlands",Hospital Gelderse Vallei,"Ede, Netherlands"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Birmingham Childrens Hospital NHS FOUNDATION TRUST,52.48142,-1.89983,Birmingham,,,United Kingdom,"Birmingham, United Kingdom",Birmingham Childrens Hospital NHS FOUNDATION TRUST,"Birmingham, United Kingdom"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Blackpool Victoria Teaching Hospitals NHS Foundation Trust,53.81667,-3.05,Blackpool,,,United Kingdom,"Blackpool, United Kingdom",Blackpool Victoria Teaching Hospitals NHS Foundation Trust,"Blackpool, United Kingdom"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Guy's & St. Thomas's NHS Foundation Trust of St Thomas's Hospital,51.50853,-0.12574,London,,,United Kingdom,"London, United Kingdom",Guy's & St. Thomas's NHS Foundation Trust of St Thomas's Hospital,"London, United Kingdom"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,St. George University Hospital,51.50853,-0.12574,London,,SW17 0QT,United Kingdom,"London, United Kingdom",St. George University Hospital,"London, United Kingdom"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Great Ormond Street Hospital for Children,51.50853,-0.12574,London,,WC1N 3JH,United Kingdom,"London, United Kingdom",Great Ormond Street Hospital for Children,"London, United Kingdom"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Great Ormond Street Hospital for Children,51.50853,-0.12574,London,,WC1N 3JH,United Kingdom,"London, United Kingdom",Great Ormond Street Hospital for Children,"London, United Kingdom"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,University Hospital Southampton NHS Foundation Trust,50.90395,-1.40428,Southampton,,,United Kingdom,"Southampton, United Kingdom",University Hospital Southampton NHS Foundation Trust,"Southampton, United Kingdom"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Cooper University Hospital,39.92595,-75.11962,Camden,New Jersey,08103,United States,"Camden, New Jersey, United States",Cooper University Hospital,"Camden, New Jersey, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Virtua,39.934,-74.891,Mount Laurel,New Jersey,08054,United States,"Mount Laurel, New Jersey, United States",Virtua,"Mount Laurel, New Jersey, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,St. Peter's University,40.48622,-74.45182,New Brunswick,New Jersey,08901,United States,"New Brunswick, New Jersey, United States",Saint Peter's University Hospital,"New Brunswick, New Jersey, United States"
NCT01852708,"Natera, Inc.",Development of Non-invasive Prenatal Diagnostic Test for Microdeletion/Microduplication and Other Genetic Disorders Based on Fetal DNA Isolated From Maternal Blood,2013-05-06,2020-10,COMPLETED,Saint Peter's University Hospital,40.48622,-74.45182,New Brunswick,New Jersey,08901,United States,"New Brunswick, New Jersey, United States",Saint Peter's University Hospital,"New Brunswick, New Jersey, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Complete Women's Healthcare,40.72677,-73.6343,Garden City,New York,11530,United States,"Garden City, New York, United States",Complete Women's Healthcare,"Garden City, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,North Shore University Hospital,40.79788,-73.69957,Manhasset,New York,11030,United States,"Manhasset, New York, United States",North Shore University Hospital,"Manhasset, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Madonna Perinatal,40.74927,-73.64068,Mineola,New York,11501,United States,"Mineola, New York, United States",Madonna Perinatal,"Mineola, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Long Island Jewish Medical Center,40.7351,-73.68791,New Hyde Park,New York,11040,United States,"New Hyde Park, New York, United States",Long Island Jewish Medical Center,"New Hyde Park, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Suffolk OB,40.94649,-73.06927,Port Jefferson,New York,11777,United States,"Port Jefferson, New York, United States",Suffolk OB,"Port Jefferson, New York, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Zeid Women's Health Center,32.5007,-94.74049,Longview,Texas,75601,United States,"Longview, Texas, United States",Zeid Women's Health Center,"Longview, Texas, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,University of Utah,40.76078,-111.89105,Salt Lake City,Utah,84132,United States,"Salt Lake City, Utah, United States",University of Utah,"Salt Lake City, Utah, United States"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Royal Prince Alfred,-33.88965,151.17642,Camperdown,New South Wales,2050,Australia,"Camperdown, New South Wales, Australia",Royal Prince Alfred,"Camperdown, New South Wales, Australia"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Royal College Surgeons in Ireland,53.33306,-6.24889,Dublin,,1,Ireland,"Dublin, Ireland",Royal College Surgeons in Ireland,"Dublin, Ireland"
NCT02381457,"Natera, Inc.",SNP-based Microdeletion and Aneuploidy RegisTry,2015-03-02,2020-06,COMPLETED,Sahlgrenska University Hospital,57.70716,11.96679,Gothenburg,,SE-416 85,Sweden,"Gothenburg, Sweden",Sahlgrenska University Hospital,"Gothenburg, Sweden"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,The Royal Children's Hospital,-37.814,144.96332,Melbourne,Victoria,3052,Australia,"Melbourne, Victoria, Australia",The Royal Children's Hospital,"Melbourne, Victoria, Australia"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,MAGIC Clinic Ltd,51.05011,-114.08529,Calgary,Alberta,T2E 7Z4,Canada,"Calgary, Alberta, Canada",MAGIC Clinic Ltd,"Calgary, Alberta, Canada"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,MAGIC Clinic Ltd,51.05011,-114.08529,Calgary,Alberta,T2E 7Z4,Canada,"Calgary, Alberta, Canada",MAGIC Clinic Ltd,"Calgary, Alberta, Canada"
NCT04507997,Boston Children's Hospital,Angelman Syndrome Natural History Study,2020-08-05,2025-08,RECRUITING,Alberta Children's Hospital,51.05011,-114.08529,Calgary,Alberta,,Canada,"Calgary, Alberta, Canada",Alberta Children's Hospital,"Calgary, Alberta, Canada"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Childrens Hospital London Health Sciences Centre,42.98339,-81.23304,London,Ontario,N6A 5W9,Canada,"London, Ontario, Canada",Childrens Hospital London Health Sciences Centre,"London, Ontario, Canada"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Children's Hospital of Western Ontario,42.98339,-81.23304,London,Ontario,,Canada,"London, Ontario, Canada",Children's Hospital of Western Ontario,"London, Ontario, Canada"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Childrens Hospital of Eastern Ontario,45.41117,-75.69812,Ottawa,Ontario,K1H 8L1,Canada,"Ottawa, Ontario, Canada",Children's Hospital of Eastern Ontario,"Ottawa, Ontario, Canada"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Children's Hospital of Eastern Ontario,45.41117,-75.69812,Ottawa,Ontario,K1H 8L1,Canada,"Ottawa, Ontario, Canada",Children's Hospital of Eastern Ontario,"Ottawa, Ontario, Canada"
NCT04507997,Boston Children's Hospital,Angelman Syndrome Natural History Study,2020-08-05,2025-08,RECRUITING,Children's Hospital of Eastern Ontario,45.41117,-75.69812,Ottawa,Ontario,K1H 8L1,Canada,"Ottawa, Ontario, Canada",Children's Hospital of Eastern Ontario,"Ottawa, Ontario, Canada"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Sheba Medical Center,32.04195,34.85623,Tel HaShomer,,5265601,Israel,"Tel HaShomer, Israel",Sheba Medical Center,"Tel HaShomer, Israel"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Hospital Universitario Puerta de Hierro,40.47353,-3.87182,Majadahonda,Madrid,28222,Spain,"Majadahonda, Madrid, Spain",Hospital Universitario Puerta de Hierro,"Majadahonda, Madrid, Spain"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Hospital Universitario Puerta de Hierro,40.47353,-3.87182,Majadahonda,Madrid,28222,Spain,"Majadahonda, Madrid, Spain",Hospital Universitario Puerta de Hierro,"Majadahonda, Madrid, Spain"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,University of Cambridge,52.2,0.11667,Cambridge,,CB2 0QQ,United Kingdom,"Cambridge, United Kingdom",Cambridge University Hospitals,"Cambridge, United Kingdom"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Cambridge University Hospitals,52.2,0.11667,Cambridge,,,United Kingdom,"Cambridge, United Kingdom",Cambridge University Hospitals,"Cambridge, United Kingdom"
NCT04155944,National Cheng-Kung University Hospital,Dr. Pao-Lin Kuo (Department of Obstetrics and Gynecology),2019-10-28,2014-12,COMPLETED,National Cheng-Kung University Hospital,22.99083,120.21333,Tainan,,70428,Taiwan,"Tainan, Taiwan",National Cheng-Kung University Hospital,"Tainan, Taiwan"
NCT03358823,Fudan University,Study on the Brain Network of Angelman Syndrome Based on Multi-modal Brain Image and Neural-EEG Data,2017-11-25,2019-05-20,COMPLETED,Children's Hospital of Fudan University,31.22222,121.45806,Shanghai,Shanghai,200232,China,"Shanghai, Shanghai, China",Children's Hospital of Fudan University,"Shanghai, Shanghai, China"
NCT03655223,RTI International,Early Check: A Collaborative Innovation to Facilitate Pre-Symptomatic Clinical Trials in Newborns,2018-08-16,2025-12-31,ENROLLING_BY_INVITATION,RTI International,35.90567,-78.90497,Research Triangle Park,North Carolina,27709,United States,"Research Triangle Park, North Carolina, United States",RTI International,"Research Triangle Park, North Carolina, United States"
