NCT_ID,Sponsor,Study_Name,Start_Date,End_Date,Current_Status,Treatment,Facility,Lat,Lon
NCT00252850,Sangamo Therapeutics,"A Phase I, Open-Label Study of CERE-120 (Adeno-Associated Virus Serotype 2 [AAV2]-Neurturin[NTN] to Assess the Safety and Tolerability of Intrastriatal Delivery to Subjects With Idiopathic Parkinson's Disease",2005-11-11,2007-03,COMPLETED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT03544723,"MultiVir, Inc.","A Phase 2, Multi-Center, Open Label Study to Evaluate Adenoviral p53 (Ad-p53) in Combination With Immune Checkpoint Inhibitor Therapy in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma and Other Tumors Approved for Anti-PD-1 or Anti-PD-L1 Therapy",2018-05-09,2022-12-31,UNKNOWN,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT00117650,Sanofi,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter, Dose-Selection Study of Ad2/Hypoxia Inducible Factor (HIF)-1α/VP16 in Patients With Intermittent Claudication",2005-06-30,2010-03,COMPLETED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT06152237,"Taysha Gene Therapies, Inc.","A Multicenter, Open Label, Randomized, Dose-Escalation and Dose-Expansion Study of the Safety, Tolerability, and Efficacy of a Single Intrathecal Administration of TSHA-102, an AAV9-Delivered Gene Therapy, for the Treatment of Pediatric Females with Rett Syndrome",2023-11-21,2031-11-02,RECRUITING,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT04180215,Hookipa Biotech GmbH,A Phase I/II Study of TheraT® Vector(s) Expressing Human Papillomavirus 16 Positive (HPV 16+) Specific Antigens in Patients with HPV 16+ Confirmed Cancers,2019-09-20,2026-06,ACTIVE_NOT_RECRUITING,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT04120493,UniQure Biopharma B.V.,"A Phase I/II, Randomized, Double-Blind, Sham Control Study to Explore Safety, Tolerability, and Efficacy Signals of Multiple Doses of Striatally-Administered RAAV5-miHTT Total Huntingtin Gene (HTT) Lowering Therapy (AMT-130) in Early Manifest Huntington's Disease",2019-09-30,2029-06,RECRUITING,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT04398628,American Thrombosis and Hemostasis Network,"ATHN Transcends: A Natural History Cohort Study of the Safety, Effectiveness, and Practice of Treatment in People With Non-Neoplastic Hematologic Disorders",2020-05-11,2035-12,RECRUITING,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT04272554,Spur Therapeutics,Screening/Observational Protocol to Determine Patient Eligibility for Inclusion in AAV Gene Therapy Clinical Trials (ECLIPSE),2020-02-10,2022-10-10,COMPLETED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT05898620,Neurogene Inc.,"A Phase 1/2, Open-Label Clinical Study to Evaluate Safety, Tolerability, and Efficacy of NGN-401 in Pediatric Subjects with Rett Syndrome",2023-06-01,2029-10,RECRUITING,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT02416622,Beacon Therapeutics,"A Multiple-Site, Phase 1/2, Safety and Efficacy Trial of a Recombinant Adeno-associated Virus Vector Expressing Retinoschisin (rAAV2tYF-CB-hRS1) in Patients With X-linked Retinoschisis",2015-04-02,2023-05-09,COMPLETED,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT00005057,National Cancer Institute (NCI),A Phase I Study of Intralesional Administration of an Adenovirus Vector Expressing the HSV-1 Thymidine Kinase Gene (AdV.RSV-TK) in Combination With Escalating Doses of Ganciclovir in Patients With Cutaneous Metastatic Malignant Melanoma,2000-04-06,unknown,COMPLETED,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT03612869,LYSOGENE,"Open-label, Single-arm, Multi-center Study of Intracerebral Administration of Adeno-associated Viral (AAV) Serotype rh.10 Carrying Human N-sulfoglucosamine Sulfohydrolase (SGSH) cDNA for Treatment of Mucopolysaccharidosis Type IIIA",2018-07-04,2022-03,UNKNOWN,gene_therapy,"Baylor College of Medicine, Texas Children's Hospital",29.76328,-95.36327
NCT00902044,Baylor College of Medicine,Administration of Her2 Chimeric Antigen Receptor Expressing T Cells for Subjects With Advanced Sarcoma (HEROS),2009-05-13,2032-07,ACTIVE_NOT_RECRUITING,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT00985517,Sangamo Therapeutics,A Phase 1/2 Trial Assessing the Safety and Efficacy of Bilateral Intraputaminal and Intranigral Administration of CERE-120 (Adeno-Associated Virus Serotype 2 [AAV2]-Neurturin [NTN]) in Subjects With Idiopathic Parkinson's Disease,2009-09-25,2017-11-16,COMPLETED,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT00109655,Cell Genesys,A Phase 1 Dose-Escalation Trial of Intravesical CG0070 for Superficial Transitional Cell Carcinoma of the Bladder After Bacillus Calmette-Guerin Failure,2005-05-02,2010-09,UNKNOWN,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT00062855,Baylor College of Medicine,Phase I Study of Chemokine and Cytokine Gene Modified Autologous Neuroblastoma Cells for Treatment of Relapsed/Refractory Neuroblastoma Using an Adenoviral Vector (CYCHE),2003-06-17,2006-03,COMPLETED,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT00117650,Sanofi,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter, Dose-Selection Study of Ad2/Hypoxia Inducible Factor (HIF)-1α/VP16 in Patients With Intermittent Claudication",2005-06-30,2010-03,COMPLETED,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT01346150,National Institute of Allergy and Infectious Diseases (NIAID),"A Retrospective and Cross-Sectional Analysis of Patients Treated for SCID Since January 1,1968 (RDCRN PIDTC-6902)",2011-04-29,2023-08,UNKNOWN,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT01186913,National Institute of Allergy and Infectious Diseases (NIAID),"A Prospective Natural History Study of Diagnosis, Treatment and Outcomes of Children With SCID Disorders (RDCRN PIDTC-6901)",2010-08-20,2028-09,ENROLLING_BY_INVITATION,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT01822652,Baylor College of Medicine,Autologous Activated T-Cells Transduced With A 3rd Generation GD-2 Chimeric Antigen Receptor And iCaspase9 Safety Switch Administered To Patients With Relapsed Or Refractory Neuroblastoma (GRAIN),2013-03-28,2030-10,ACTIVE_NOT_RECRUITING,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT04628585,bluebird bio,Long-term Follow-up of Subjects With Sickle Cell Disease Treated With Ex Vivo Gene Therapy Using Autologous Hematopoietic Stem Cells Transduced With a Lentiviral Vector,2020-11-05,2038-01,ENROLLING_BY_INVITATION,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT03635632,Baylor College of Medicine,Phase I Study of Autologous T Lymphocytes Expressing GD2-specific Chimeric Antigen and Constitutively Active IL-7 Receptors for the Treatment of Patients With Relapsed or Refractory Neuroblastoma and Other GD2 Positive Solid Cancers(GAIL-N),2018-08-13,2038-05-16,ACTIVE_NOT_RECRUITING,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT02439788,Baylor College of Medicine,3RD GENERATION GD2 SPECIFIC CHIMERIC ANTIGEN RECEPTOR AND INDUCIBLE CASPASE 9 SAFETY SWITCH TRANSDUCED AUTOLOGOUS NATURAL KILLER T-CELLS TO TREAT CHILDREN WITH NEUROBLASTOMA (GINAKIT),2015-05-07,2030-10,WITHDRAWN,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT04293185,bluebird bio,A Phase 3 Study Evaluating Gene Therapy by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With the BB305 Lentiviral Vector in Subjects With Sickle Cell Disease,2020-02-12,2027-11,ACTIVE_NOT_RECRUITING,gene_therapy,"Baylor College of Medicine, Texas Children's Hospital",29.76328,-95.36327
NCT00004307,National Center for Research Resources (NCRR),Therapeutic and Metabolic Studies of Urea Cycle Disorders: Part A: Nitrogen Flux and Ureagenesis; Part B (Closed): Phase I Adenovirus Vector-Mediated Gene Therapy for Ornithine Transcarbamylase Deficiency,1999-10-18,unknown,UNKNOWN,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT03491683,Inovio Pharmaceuticals,"An Open-Label, Multi-Center Trial of INO-5401 and INO-9012 Delivered by Electroporation (EP) in Combination With REGN2810 in Subjects With Newly-Diagnosed Glioblastoma (GBM)",2018-04-02,2025-12-31,ACTIVE_NOT_RECRUITING,gene_therapy,Baylor College of Medicine,29.76328,-95.36327
NCT04903288,PTC Therapeutics,An Open-Label Trial to Address the Safety of the SmartFlow MR-Compatible Ventricular Cannula for Administering Eladocagene Exuparvovec to Pediatric Subjects,2021-05-21,2028-04-30,ACTIVE_NOT_RECRUITING,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT04099797,Baylor College of Medicine,Phase I Study of Autologous T Lymphocytes Expressing GD2-specific Chimeric Antigen and Constitutively Active IL-7 Receptors for the Treatment of Patients With GD2-expressing Brain Tumors (GAIL-B),2019-09-20,2039-02,RECRUITING,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT03774654,Baylor College of Medicine,Allogeneic Natural Killer T-Cells Expressing CD19 Specific Chimeric Antigen Receptor and Interleukin-15 in Relapsed or Refractory B-Cell Malignancies,2018-12-11,2035-03-01,RECRUITING,gene_therapy,Texas Children's Hospital,29.76328,-95.36327
NCT05419492,Encoded Therapeutics,"ENDEAVOR: a Clinical Study to Evaluate the Safety and Efficacy of ETX101, an AAV9-Delivered Gene Therapy in Infants and Children with SCN1A-Positive Dravet Syndrome",2022-06-10,2031-04,RECRUITING,gene_therapy,UCSF Benioff Children's Hospital,37.77493,-122.41942
NCT03569891,CSL Behring,"Phase III, Open-label, Single-dose, Multi-center, Multinational Trial Investigating a Serotype 5 Adeno-associated Viral Vector Containing the Padua Variant of a Codon-optimized Human Factor IX Gene (AAV5-hFIXco-Padua, AMT-061) Administered to Adult Subjects With Severe or Moderately Severe Hemophilia B",2018-06-14,2025-03,ACTIVE_NOT_RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT05699460,AskBio Inc,A Pre-Gene Therapy Study of Early Parkinson's or Multiple System Atrophy Progression by Longitudinal Clinical and Biomarker Assessments,2022-10-13,2025-10,ACTIVE_NOT_RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT05153967,Vanderbilt University Medical Center,U01 Cooperative Assessment of Late Effects for Sickle Cell Disease Curative Therapies,2021-10-25,2026-02,RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT03061201,Pfizer,"A PHASE 1/2, OPEN-LABEL, ADAPTIVE, DOSE-RANGING STUDY TO ASSESS THE SAFETY AND TOLERABILITY OF SB-525 (PF-07055480) (RECOMBINANT AAV2/6 HUMAN FACTOR 8 GENE THERAPY) IN ADULT SUBJECTS WITH SEVERE HEMOPHILIA A",2017-02-15,2024-07-16,COMPLETED,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT01438112,"CG Oncology, Inc.","An Integrated Phase II/III, Open Label, Randomized and Controlled Study of the Safety and Efficacy of CG0070 Adenovirus Vector Expressing GM-CSF in Patients With NMIBC With Carcinoma In Situ Disease Who Have Failed BCG",2011-09-19,2016-06,TERMINATED,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT05407636,AbbVie,"A Randomized, Partially Masked, Controlled, Phase 3 Clinical Study to Evaluate the Efficacy and Safety of RGX-314 Gene Therapy in Participants With nAMD",2022-01-28,2026-11,RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT06270719,"Sarepta Therapeutics, Inc.",A Long-term Multicenter Prospective Observational Study Evaluating the Comparative Effectiveness and Safety of Sarepta Gene Transfer Therapy vs. Standard of Care in Participants With Duchenne Muscular Dystrophy Under Conditions of Routine Clinical Practice,2024-01-24,2038-12-31,RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT05096221,"Sarepta Therapeutics, Inc.","A Phase 3 Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Delivery Study to Evaluate the Safety and Efficacy of SRP-9001 in Subjects With Duchenne Muscular Dystrophy (EMBARK)",2021-10-14,2024-10-25,COMPLETED,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT06285643,AskBio Inc,"A Phase 2, Randomized, Double-blind, Sham Surgery-controlled Study of the Efficacy and Safety of Intraputaminal AAV2-GDNF in the Treatment of Adults With Moderate Stage Parkinson's Disease",2024-02-14,2027-11-30,RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT04120493,UniQure Biopharma B.V.,"A Phase I/II, Randomized, Double-Blind, Sham Control Study to Explore Safety, Tolerability, and Efficacy Signals of Multiple Doses of Striatally-Administered RAAV5-miHTT Total Huntingtin Gene (HTT) Lowering Therapy (AMT-130) in Early Manifest Huntington's Disease",2019-09-30,2029-06,RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT04884815,Ultragenyx Pharmaceutical Inc,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter, Seamless, Adaptive, Safety, Dose-Finding, and Phase 3 Clinical Study of UX701 AAV-Mediated Gene Transfer for the Treatment of Wilson Disease",2021-05-07,2031-11,ACTIVE_NOT_RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT04398628,American Thrombosis and Hemostasis Network,"ATHN Transcends: A Natural History Cohort Study of the Safety, Effectiveness, and Practice of Treatment in People With Non-Neoplastic Hematologic Disorders",2020-05-11,2035-12,RECRUITING,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT00068133,Valentis,"A Phase II Multicenter, Double-Blind, Placebo-Controlled, Trial of VLTS-589 in Subjects With Intermittent Claudication Secondary to Peripheral Arterial Disease",2003-09-08,2005-06,COMPLETED,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT04272554,Spur Therapeutics,Screening/Observational Protocol to Determine Patient Eligibility for Inclusion in AAV Gene Therapy Clinical Trials (ECLIPSE),2020-02-10,2022-10-10,COMPLETED,gene_therapy,Vanderbilt University Medical Center,36.16589,-86.78444
NCT03569891,CSL Behring,"Phase III, Open-label, Single-dose, Multi-center, Multinational Trial Investigating a Serotype 5 Adeno-associated Viral Vector Containing the Padua Variant of a Codon-optimized Human Factor IX Gene (AAV5-hFIXco-Padua, AMT-061) Administered to Adult Subjects With Severe or Moderately Severe Hemophilia B",2018-06-14,2025-03,ACTIVE_NOT_RECRUITING,gene_therapy,Erasmus MC,51.9225,4.47917
NCT06075537,Denali Therapeutics Inc.,"An Open-Label Extension to Investigate the Long-Term Safety, Tolerability, and Efficacy of DNL310 in Patients With Mucopolysaccharidosis Type II (MPS II) From Study DNLI-E-0002 or Study DNLI-E-0007",2023-09-18,2027-06,ENROLLING_BY_INVITATION,gene_therapy,Erasmus Medical Center Sophia Children's Hospital,51.9225,4.47917
NCT04272554,Spur Therapeutics,Screening/Observational Protocol to Determine Patient Eligibility for Inclusion in AAV Gene Therapy Clinical Trials (ECLIPSE),2020-02-10,2022-10-10,COMPLETED,gene_therapy,Erasmus MC,51.9225,4.47917
NCT06092034,Rocket Pharmaceuticals Inc.,Gene Therapy for Danon Disease: A Phase 2 Study Evaluating the Efficacy and Safety of Intravenously Administered Adeno-Associated Virus Serotype 9 (rAAV9) Vector Containing the Human LAMP2 Isoform B Transgene (RP-A501; AAV9.LAMP2B) in Male Patients With Danon Disease,2023-10-11,2029-09,ACTIVE_NOT_RECRUITING,gene_therapy,Angelman Center Munich,48.13743,11.57549
NCT03852498,bluebird bio,A Phase 3 Study of Lenti-D Drug Product After Myeloablative Conditioning Using Busulfan and Fludarabine in Subjects ≤17 Years of Age With Cerebral Adrenoleukodystrophy (CALD),2019-02-13,2023-07-24,COMPLETED,gene_therapy,Universitaetsklinikum Leipzig,51.33962,12.37129
NCT04684940,BioMarin Pharmaceutical,"A Phase 1/2 Safety, Tolerability, and Efficacy Study of BMN 270, an Adeno-Associated Virus Vector-Mediated Gene Transfer of Human Factor VIII in Hemophilia A Patients With Active or Prior Inhibitors",2020-11-30,2029-04,ACTIVE_NOT_RECRUITING,gene_therapy,Sheba Medical Center,32.08227,34.81065
NCT03370913,BioMarin Pharmaceutical,"A Phase 3 Open-Label, Single-Arm Study To Evaluate The Efficacy and Safety of BMN 270, an Adeno-Associated Virus Vector-Mediated Gene Transfer of Human Factor VIII in Hemophilia A Patients With Residual FVIII Levels ≤ 1 IU/dL Receiving Prophylactic FVIII Infusions",2017-11-27,2024-11,ACTIVE_NOT_RECRUITING,gene_therapy,Sheba Medical Center,32.08227,34.81065
NCT04127578,Prevail Therapeutics,A Phase 1/2a Open-Label Ascending Dose Study to Evaluate the Safety and Effects of LY3884961 in Patients With Parkinson's Disease With at Least One GBA1 Mutation (PROPEL),2019-10-14,2029-06,RECRUITING,gene_therapy,Sheba Medical Center,32.08227,34.81065
NCT04903288,PTC Therapeutics,An Open-Label Trial to Address the Safety of the SmartFlow MR-Compatible Ventricular Cannula for Administering Eladocagene Exuparvovec to Pediatric Subjects,2021-05-21,2028-04-30,ACTIVE_NOT_RECRUITING,gene_therapy,Sheba Medical Center,32.08227,34.81065
NCT04797260,Leiden University Medical Center,Phase I/II Clinical Trial of Autologous Hematopoietic Stem Cell Gene Therapy in RAG1-Deficient Severe Combined Immunodeficiency,2021-03-11,2029-12-31,RECRUITING,gene_therapy,Royal Children's Hospital,-37.814,144.96332
NCT05629559,4D Molecular Therapeutics,"An Open-Label, Phase 1/2a Trial of Gene Therapy 4D-310 in Adults With Fabry Disease and Cardiac Involvement",2022-11-04,2030-01,ACTIVE_NOT_RECRUITING,gene_therapy,Royal Children's Hospital,-37.814,144.96332
NCT06112275,Encoded Therapeutics,"WAYFINDER: A Clinical Study to Evaluate the Safety and Efficacy of ETX101, an AAV9-Delivered Gene Therapy in Children With SCN1A-positive Dravet Syndrome",2023-10-25,2029-12,RECRUITING,gene_therapy,Royal Children's Hospital,-37.814,144.96332
NCT04999059,AVROBIO,"A Long-Term Follow-Up Study of Subjects With Fabry Disease Who Previously Received Ex-Vivo, Lentiviral Vector-Mediated Gene-Modified Autologous Cell Therapy AVR-RD-01 in Study AVRO-RD-01-201",2021-08-04,2023-08-16,TERMINATED,gene_therapy,Royal Children's Hospital,-37.814,144.96332
NCT03454893,AVROBIO,"An Open-Label, Multinational Study Of The Efficacy And Safety of Ex Vivo, Lentiviral Vector-Mediated Gene Therapy AVR-RD-01 For Treatment-Naive Subjects With Classic Fabry Disease",2017-12-20,2022-03-14,TERMINATED,gene_therapy,Royal Children's Hospital,-37.814,144.96332
NCT04272554,Spur Therapeutics,Screening/Observational Protocol to Determine Patient Eligibility for Inclusion in AAV Gene Therapy Clinical Trials (ECLIPSE),2020-02-10,2022-10-10,COMPLETED,gene_therapy,Royal Children's Hospital,-37.814,144.96332
NCT03505099,Novartis,"A Global Study of a Single, One-Time Dose of AVXS-101 Delivered to Infants With Genetically Diagnosed and Pre-symptomatic Spinal Muscular Atrophy With Multiple Copies of SMN2",2018-04-13,2021-06-15,COMPLETED,gene_therapy,Sydney Children's Hospital,-33.91439,151.24895
NCT02333760,Genethon,Long Term Safety Follow up of Patients Enrolled in the Phase I/II Clinical Trial of Haematopoietic Stem Cell Gene Therapy for the Wiskott Aldrich Syndrome (GTG002-07 and GTG003-08).,2014-10-28,2032-10,ACTIVE_NOT_RECRUITING,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT04833348,Assistance Publique - Hôpitaux de Paris,"Quantification of Motor Function in Infants With Spinal Muscular Atrophy Treated With Innovative Therapies, IMUSMA Project",2021-03-23,2027-03,RECRUITING,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT06736080,Assistance Publique - Hôpitaux de Paris,"A Phase I/II Open Label Non Randomized Study, Monocentric, Single Arm, Evaluating Safety and Efficacy of Gene Therapy of FHL 3 Caused by Mutations in the Human UNC13D Gene by Transplantation of a Single Dose of Autologous CD34+ Cells Transduced Ex Vivo with the UNC13D LV Vector Expressing the UNC13D CDNA",2024-12-04,2029-01,NOT_YET_RECRUITING,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT01347346,Genethon,Phase I/II Clinical Trial of Haematopoietic Stem Cell Gene Therapy for the Wiskott-Aldrich Syndrome,2011-05-03,2017-01-09,COMPLETED,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT03588299,Bayer,"A Phase 1/2 Open-label Safety and Dose-finding Study of BAY2599023 (DTX201), an Adeno-associated Virus (AAV) hu37-mediated Gene Transfer of B-domain Deleted Human Factor VIII, in Adults With Severe Hemophilia A",2018-07-06,2026-11-03,ACTIVE_NOT_RECRUITING,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT03996824,Institut Pasteur,Study of Viral Transduction of Human Auditory Sensory Cells for the Development of Gene Therapy,2019-06-21,2027-02-18,RECRUITING,gene_therapy,Hopital La Pitie Salpetriere,48.85341,2.3488
NCT06659588,Assistance Publique - Hôpitaux de Paris,Study of Populations At Risk of Developing Chronic Hepatitis Linked to Chronic Enteric Virus Infection in Patients with Primary Immunodeficiency and Secondary Humoral Deficiency,2024-02-15,2027-01,NOT_YET_RECRUITING,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT02757911,Genethon,"A Phase I/II, Non Randomized, Monocentric Open-label Study of Autologous CD34+ Cells Transduced With the G1XCGD Lentiviral Vector in Patients With X-Linked Chronic Granulomatous Disease",2016-04-20,2034-06,ACTIVE_NOT_RECRUITING,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT06370351,Sensorion,"A Phase I/II, Open-ended, Adaptative, Open Label Dose Escalation and Expansion Clinical Trial to Evaluate the Efficacy and Safety of Unilateral Intracochlear Injection of SENS-501 Using an Injection System in Children with Severe to Profound Hearing Loss Due to Otoferlin Gene Mutations",2024-04-09,2031-07,RECRUITING,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT02678533,Assistance Publique - Hôpitaux de Paris,Pilot Study Assessing the Feasibility of CD34+ Cells Mobilization and Collection After Treatment With G-CSF and Plerixafor in Patients With Fanconi Anemia for Subsequent Treatment by Gene Therapy,2016-02-05,2019-05-03,COMPLETED,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT01344798,Genethon,Phase I Clinical Study of AAV1-gamma-sarcoglycan Gene Therapy for Limb Girdle Muscular Dystrophy Type 2C,2011-03-17,2010-06,COMPLETED,gene_therapy,Hopital La Pitie Salpetriere,48.85341,2.3488
NCT04272554,Spur Therapeutics,Screening/Observational Protocol to Determine Patient Eligibility for Inclusion in AAV Gene Therapy Clinical Trials (ECLIPSE),2020-02-10,2022-10-10,COMPLETED,gene_therapy,HÃ´pital Necker-Enfants Malades APHP,48.85341,2.3488
NCT03207009,bluebird bio,A Phase 3 Single Arm Study Evaluating the Efficacy and Safety of Gene Therapy in Subjects With Transfusion-dependent β-Thalassemia by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector in Subjects ≤50 Years of Age,2017-06-29,2022-11-15,COMPLETED,gene_therapy,HÃ´pital de la Timone,43.29551,5.38958
NCT03893240,"Spark Therapeutics, Inc.","A Multi-Center, Low-Interventional Study With a Retrospective Component in Participants With Late-Onset Pompe Disease",2019-03-11,2020-10-27,COMPLETED,gene_therapy,HÃ´pital Raymond PoincarÃ©,48.84226,2.18232
NCT01496040,Nantes University Hospital,Prospective Monocentric Open Label Non Randomized Uncontrolled Phase I/II Clinical Gene Therapy Protocol for the Treatment of Retinal Dystrophy Caused by Defects in RPE65,2011-11-24,2014-08,COMPLETED,gene_therapy,CHU de Nantes,47.21725,-1.55336
NCT06311708,Tenaya Therapeutics,Seroprevalence Study of Pre-existing Antibodies Against Adenovirus-associated Virus Vector (AAV9) in Patients With Plakophilin 2 (PKP2)-Associated Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC),2024-03-08,2030-07-11,RECRUITING,gene_therapy,Nantes University Hospital,47.21725,-1.55336
NCT00422721,Nantes University Hospital,"Genetical, Multi-center, Prospective Study of Phenotyping and Genotyping of Patients Suffering From Congenital Amaurosis of Leber or From an Early Severe Retinal Dystrophy in the Aim of the Realisation of a Clinical Trial of Gene Therapy",2007-01-12,unknown,COMPLETED,gene_therapy,CHU de Nantes,47.21725,-1.55336
