,pmid,journal,journal_abbrv,pub_year,institution
1604,15213998,American journal of medical genetics. Part A,Am J Med Genet A,2004,"Department of Pediatrics, Division of Developmental Pediatrics, Baylor College of Medicine & Texas Children's Hospital, Houston, Texas 77030, USA. sarikap@bcm.tmc.edu"
1605,15213412,Journal of the Association of Genetic Technologists,J Assoc Genet Technol,2003,
1606,15176919,American journal of mental retardation : AJMR,Am J Ment Retard,2004,"Radboud University, Nijmegen, The Netherlands."
1607,15165676,Brain & development,Brain Dev,2004,"Department of Pediatrics, Aristotle University of Thessaloniki, Thessaloniki, Greece."
1608,15165432,Autism : the international journal of research and practice,Autism,2004,"Psychiatric Hospital for Children and Adolescents, University Hospital, Aarhus, Denmark. Atr@buh.aaa.dk"
1609,15150776,American journal of medical genetics. Part A,Am J Med Genet A,2004,"Department of Genetics, School of Medicine, Ribeirao Preto, USP, Brazil. gamolf@rge.fmrp.usp.br"
1610,15130689,Brain & development,Brain Dev,2004,"Center for Pediatric Sleep Disorders, Department of Developmental Neurology and Psychiatry, University of Rome La Sapienza, Via dei Sabelli 108, 00185 Rome, Italy. oliviero.bruni@uniroma1.it"
1611,15127362,American journal of human genetics,Am J Hum Genet,2004,"Department of Human Genetics, University of Chicago, Chicago, IL 60637, USA."
1612,15124050,Journal of the Formosan Medical Association = Taiwan yi zhi,J Formos Med Assoc,2004,"Department of Pediatrics, Buddhist Dalin Tzu Chi General Hospital, Chiayi, Taiwan."
1613,15121991,Pediatrics,Pediatrics,2004,"Class of 2004, Albert Einstein College of Medicine, Bronx, New York 10461, USA."
1614,15077701,Developmental medicine and child neurology,Dev Med Child Neurol,2004,"Department of Paediatrics, The Queen Silvia Children's Hospital, Göteborg University, Göteborg, Sweden. eva.beckung@vgregion.se"
1615,15057988,American journal of medical genetics. Part A,Am J Med Genet A,2004,"Department of Pediatrics, Division of Genetics and Metabolism, The Children's Hospital, University of Colorado Health Sciences Center, 1056 E. 19th Avenue, B300, Denver, CO 80218, USA. Tsai.chun-hui@tchden.org"
1616,15054844,American journal of medical genetics. Part A,Am J Med Genet A,2004,"Department of Medical Genetics, Tokyo Children's Rehabilitation Hospital, Tokyo, Japan. fwkt124@mb.infoweb.ne.jp"
1617,15054837,American journal of medical genetics. Part A,Am J Med Genet A,2004,"Department of Clinical Genetics, Oulu University Hospital, University of Oulu, Oulu, Finland."
1618,15039970,American journal of medical genetics. Part A,Am J Med Genet A,2004,"Wessex Regional Genetics Laboratory, Salisbury District Hospital, Salisbury, Wilts, United Kingdom. wessex.genetics@salisbury.nhs.uk"
1619,15014980,Human genetics,Hum Genet,2004,"Institut für Humangenetik, Universitaetsklinikum Essen, Hufelandstrasse 55, 45122 Essen, Germany."
1620,15014969,Mammalian genome : official journal of the International Mammalian Genome Society,Mamm Genome,2004,"Division of Biology, Beckman Research Institute, City of Hope, CA 91010, USA."
1621,15003776,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Clin Neurophysiol,2004,"Department of Neurology, Oasi Institute for Research on Mental Retardation and Brain Aging (IRCCS), Via Conte Ruggero 73, Troina, Italy."
1622,14996273,Paediatric anaesthesia,Paediatr Anaesth,2004,
1623,14991528,American journal of human genetics,Am J Hum Genet,2004,"Predoctoral Program in Human Genetics and Epigenetics Unit, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA."
1624,14981718,American journal of medical genetics. Part A,Am J Med Genet A,2004,"Molecular Embryology Unit, Institute of Child Health and Great Ormond Street Hospital, University College London, London, United Kingdom. M.Hitchins@ich.ucl.ac.uk"
1625,14966115,The Journal of biological chemistry,J Biol Chem,2004,"Institute for Cellular and Molecular Biology, Section of Molecular Genetics and Microbiology, University of Texas at Austin, Austin, Texas 78712, USA."
1626,14962980,Human molecular genetics,Hum Mol Genet,2004,"Department of Cellular Biochemistry and Human Genetics, The Hebrew University, Hadassah Medical School, Jerusalem, Israel."
1627,14694357,European journal of human genetics : EJHG,Eur J Hum Genet,2004,"Service de Cytogénétique, Fédération de Génétique, Hôpitaux Universitaires de Strasbourg, Strasbourg, France. Elisabeth.Flori@chru-strasbourg.fr"
1628,14676869,Jornal de pediatria,J Pediatr (Rio J),2002,"Universidade Federal da Bahia, Salvador, BA, Brazil."
1629,14666508,"Genesis (New York, N.Y. : 2000)",Genesis,2003,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas, USA."
1630,14641994,Genetic testing,Genet Test,2003,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA. danib@migal.co.il"
1631,14645164,"Human reproduction (Oxford, England)",Hum Reprod,2003,"Division of Reproductive and Child Health, University of Birmingham Medical School, Birmingham, UK. E.R.Maher@bham.ac.uk"
1632,14639049,Psychiatric genetics,Psychiatr Genet,2003,"Génétique de la déficience mentale et de l'autisme, INSERM U316, Faculté de Médecine, Tours, France."
1633,14593116,The Journal of biological chemistry,J Biol Chem,2004,"Division of Regulation of Macromolecular Functions, Institute for Protein Research, Osaka University, Yamadaoka 3-2, Suita, Osaka 565-0871, Japan."
1634,14560400,American journal of human genetics,Am J Hum Genet,2003,"Wessex Regional Genetics Laboratory, Salisbury District Hospital, Salisbury, United Kingdom. ser@soton.ac.uk"
1635,14560307,European journal of human genetics : EJHG,Eur J Hum Genet,2004,"Department of Human Genetics, University Medical Centre St Radboud, PO Box 9101, Nijmegen 6500 HB, The Netherlands. T.Kleefstra@antrg.umcn.nl"
1636,14523374,European journal of human genetics : EJHG,Eur J Hum Genet,2003,
1637,14510623,Paediatric drugs,Paediatr Drugs,2003,"Epilepsy, Neurophysiology, and Neurogenetics Unit, Institute of Child Neurology and Psychiatry, University of Pisa and IRCCS Fondazione Stella Maris, Pisa, Italy. renzo.guerrini@inpe.unipi.it"
1638,12974277,Human genetics,Hum Genet,2003,"University of Pittsburgh Medical Center, Division of Molecular Diagnosis, PA 15237, USA. monzonfa@msx.upmc.edu"
1639,12973656,Neuropediatrics,Neuropediatrics,2003,"University Children's Hospital Queen Fabiola, Free University of Brussels, Brussels, Belgium. bernard.dan@ulb.ac.be"
1640,12955768,American journal of medical genetics. Part A,Am J Med Genet A,2003,"Unit of Neurometabolic Disease and Research Centre for Diagnosis, Therapy and Prevention of Neurohandicap, Department of Neurological and Behavioural Science University of Siena, Italy."
1641,12952863,Human molecular genetics,Hum Mol Genet,2003,"University Department of Medical Genetics, St Mary's Hospital, Manchester, UK. m.tassabehji@man.ac.uk"
1642,12948316,European journal of ophthalmology,Eur J Ophthalmol,2003,"Department of Ophthalmology, University Medical Center Utrecht, Utrecht, The Netherlands."
1643,12923871,American journal of medical genetics. Part A,Am J Med Genet A,2003,"Genzyme Genetics, Orange, California 92869, USA. bihuang@genzyme.com"
1644,12920789,Casopis lekaru ceskych,Cas Lek Cesk,2003,"Oddĕlení klinické genetiky Ustavu biologie a lékarské genetiky 2. LF UK a FNM, Praha. eva.seemanova@lfmotol.cuni.cz"
1645,12920063,Journal of medical genetics,J Med Genet,2003,"Section of Medical Genetics and Molecular Medicine, Children's Mercy Hospitals and Clinics and University of Missouri-Kansas City School of Medicine, Kansas City, MO 64108, USA."
1646,12900546,Cytogenetic and genome research,Cytogenet Genome Res,2002,"Howard Hughes Medical Institute, Department of Genetics, Harvard Medical School, Massachusetts General Hospital, Boston MA 02114, USA."
1647,12887436,Epilepsia,Epilepsia,2003,"Laboratory of Clinical Neurophysiology, University of São Paulo Medical School, Brazil. kattevalente@msn.com"
1648,12861501,Revista de neurologia,Rev Neurol,2003,"Servicio de Neurología, Hospital Juan P Garrahan, Buenos Aires, Argentina. rocersosimo@aol.com"
1649,12860512,Clinical neurology and neurosurgery,Clin Neurol Neurosurg,2003,"Department of Neurology, Geisinger Medical Center, 100 N Academy Ave., Danville, PA 17822, USA. mmstecker@geisinger.edu"
1650,12851639,Molecular psychiatry,Mol Psychiatry,2003,"Department of Molecular Physiology and Biophysics, Program in Human Genetics, Vanderbilt University, Nashville, TN 37232-0615, USA."
1651,12843450,"Methods in molecular biology (Clifton, N.J.)",Methods Mol Biol,2001,"Medical Microbiology and Immunology, School of Medicine, University of California, Davis, CA, USA."
1652,12843333,Journal of medical genetics,J Med Genet,2003,
1653,12810248,Cancer genetics and cytogenetics,Cancer Genet Cytogenet,2003,"Departments of Oncology and Hematology, University Hospital Hamburg-Eppendorf, Hamburg, Germany. judith_dierlamm@yahoo.de"
1654,12801753,"Lancet (London, England)",Lancet,2003,"The Jones Institute for Reproductive Medicine, Eastern Virginia Medical School, Norfolk, VA 23507, USA. gosdenrg@evms.edu <gosdenrg@evms.edu>"
1655,12791044,Clinical genetics,Clin Genet,2003,
1656,12782135,Genomics,Genomics,2003,"Department of Human Genetics, Nagasaki University, School of Medicine, Nagasaki 852-8523, Japan."
1657,12773895,Revue neurologique,Rev Neurol (Paris),2003,"Service de Neurologie, Hôpital Universitaire des Enfants Reine Fabiola, Bruxelles, Belgium. bernard.dan@ulb.ac.be"
1658,12773799,Journal of applied genetics,J Appl Genet,2003,"Department of Genetics, Medical University of Łódź, ul. Sterlinga 1/3, 91-425 Łódź, Poland. majcon@kardio-sterling.lodz.pl"
1659,12767462,Brain & development,Brain Dev,2003,"Laboratory of Clinical Neurophysiology, Institute and Department of Psychiatry, University of São Paulo Medical School, São Paulo, Brazil. kettevalente@msn.com"
1660,12757356,Journal of autism and developmental disorders,J Autism Dev Disord,2003,"Autism Research Centre, Section of Developmental Psychiatry, University of Cambridge, Douglas House, 18b Trumpington Road, Cambridge, CB2 2AH, United Kingdom. rjt39@cam.ac.uk"
1661,12749060,American journal of medical genetics. Part A,Am J Med Genet A,2003,"Department of Biology, University of São Paulo, São Paulo, Brazil. cfridman@ib.usp.br"
1662,12730723,Journal of human genetics,J Hum Genet,2003,"Division of Molecular and Cell Genetics, Department of Molecular and Cellular Biology, School of Life Sciences, Faculty of Medicine, Tottori University, 86 Nishimachi, Yonago 683-8503, Japan."
1663,12725589,"Genetic counseling (Geneva, Switzerland)",Genet Couns,2003,"Departamento de Genética da Faculdade de Medicina de Ribeirão Preto, Universidade de São Paulo, Brasil. gamolf@rge.fmrp.usp.br"
1664,12684449,The Journal of neuroscience : the official journal of the Society for Neuroscience,J Neurosci,2003,"Division of Neuroscience, Baylor College of Medicine, Houston, Texas 77030, USA."
1665,12672542,Neuroscience letters,Neurosci Lett,2003,"Department of Pharmacology and Clinical Pharmacology, University of Turku, Turku, Finland."
1666,12668608,Human molecular genetics,Hum Mol Genet,2003,"Laboratorio di Citogenetica, Istituto G. Gaslini, Genoa, Italy."
1667,12668607,Human molecular genetics,Hum Mol Genet,2003,"Department of Human Genetics, School of Medicine, Nagasaki University, 1-12-4 Sakamoto-machi, Nagasaki, Japan."
1668,12668166,Annales de genetique,Ann Genet,2002,"Department of Cytogenetics, Royal Alexandra Hospital for Children, Locked Bag 4001, Westmead, NSW 2145, Australia. ellies@chw.edu.au <ellies@chw.edu.au>"
1669,12620801,Virology,Virology,2003,"Institute of Pathology, Case Western Reserve University School of Medicine, Cleveland, OH 44106, USA."
1670,12619117,Human mutation,Hum Mutat,2003,"Angewandte Tumorvirologie, Deutsches Krebsforschungszentrum, INF 242, Heidelberg, Germany. tommasino@iarc.fr"
1671,12607290,No to hattatsu = Brain and development,No To Hattatsu,2003,"Second Department of Pediatrics, Ohashi Hospital, Toho University School of Medicine, Tokyo."
1672,12568729,Gene,Gene,2003,"Department of Cellular Biochemistry and Human Genetics, The Hebrew University Hadassah Medical School, 91120, Jerusalem, Israel."
1673,12567405,American journal of medical genetics. Part A,Am J Med Genet A,2003,"Raymond C Philips Unit, Division of Genetics, Department of Pediatrics, University of Florida, Gainesville, Florida 32610-0296, USA."
1674,12566516,Journal of medical genetics,J Med Genet,2003,"Academic Department of Medical Genetics, St Mary's Hospital, Manchester, UK. jill.clayton-smith@cmmc.nhs.uk"
1675,12563398,Arquivos de neuro-psiquiatria,Arq Neuropsiquiatr,2002,"Genetics Department, School of Medicine from Ribeirão Preto, University of São Paulo, Ribeirão Preto, SP, Brazil. gamolf@rge.fmrp.usp.br"
1676,12558108,"Genetic counseling (Geneva, Switzerland)",Genet Couns,2002,"Center for Human Genetics, University of Leuven, Belgium."
1677,12549484,American journal of human genetics,Am J Hum Genet,2003,
1678,12545427,American journal of human genetics,Am J Hum Genet,2003,"Institut für Humangenetik, Universitätsklinikum Essen, Essen, Germany. karin.buiting@uni-essen.de"
1679,12509717,Genetics in medicine : official journal of the American College of Medical Genetics,Genet Med,2002,"Department of Medical Genetics, Henry Ford Hospital, Detroit, Michigan 48202, USA."
1680,12491987,Psychiatria polska,Psychiatr Pol,2002,Kliniki Psychiatrii Dzieci i Młodziezy AM w Poznaniu.
1681,12460263,Epilepsia,Epilepsia,2002,"Department of Neurology and Clinical Neurophysiology, Leiden University Medical Center, Leiden, The Netherlands. L.A.E.M.Laan.neurology@lumc.nl"
1682,12376950,American journal of medical genetics,Am J Med Genet,2002,
1683,12373673,Revista de neurologia,Rev Neurol,2002,"Servicio de Neurología, Unidad Integrada, Hospital Sant Joan de Déu-Hospital Clínic. Universidad de Barcelona, Barcelona, España."
1684,12353341,Journal of the Formosan Medical Association = Taiwan yi zhi,J Formos Med Assoc,2002,"Department of Early Childhood Education and Nursery, Chia Nan University of Pharmacy and Science, Tainan, Taiwan."
1685,12238021,Casopis lekaru ceskych,Cas Lek Cesk,2002,"Oddĕlení klinické genetiky Ustavu biologie a lékarské genetiky 2. LF UK, Praha. eva.seemanova@lfmotol.cuni.cz"
1686,12215253,Genetic testing,Genet Test,2002,"Unidade de Citogenetica Human, IBCCF, CCS, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil. naquino@biof.ufrj.br"
1687,12214780,Advances in pediatrics,Adv Pediatr,2002,"Department of Pediatrics, University of California, Irvine, USA."
1688,12210319,American journal of medical genetics,Am J Med Genet,2002,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas, USA. hah@bcm.tmc.edu"
1689,12210318,American journal of medical genetics,Am J Med Genet,2002,"Institute of Human Genetics, Charité, Humboldt-Universität, Berlin, Germany."
1690,12207887,Biochemical and biophysical research communications,Biochem Biophys Res Commun,2002,"Department of Obstetrics and Gynaecology, The University of Hong Kong, 7/F Laboratory Block, Faculty of Medicine Building, 21 Sassoon Road, Pokfulam Road, Hong Kong."
1691,12205121,Journal of medical genetics,J Med Genet,2002,
1692,12154412,American journal of human genetics,Am J Hum Genet,2002,"Department of Genetics, Stanford University School of Medicine, Stanford, CA, 94305, USA."
1693,12124736,American journal of medical genetics,Am J Med Genet,2002,"First Department of Pediatrics, Aristotle University, Hippocration Hospital of Thessaloniki, Greece. smastr@otenet.gr"
1694,12112734,Mental retardation and developmental disabilities research reviews,Ment Retard Dev Disabil Res Rev,2002,"Departments of Human Genetics, Mental Retardation Research Center, University of California, Los Angeles, 695 Chales Young Drive South, Los Angeles California, USA."
1695,12095913,Human molecular genetics,Hum Mol Genet,2002,"Department of Human Genetics, University of Chicago, Chicago, IL 60637, USA."
1696,12092380,Duodecim; laaketieteellinen aikakauskirja,Duodecim,2001,"Turun yliopisto, farmakologia ja kliininen farmakologia Kiinamyllynkatu 10, 20520 Turku. irma.holopainen@utu.fi"
1697,12075004,Human molecular genetics,Hum Mol Genet,2002,"Wellcome Trust Centre for Human Genetics, University of Oxford, Roosevelt Drive, Oxford OX3 7BN, UK."
1698,12045206,Human molecular genetics,Hum Mol Genet,2002,"LBME-CNRS (UMR5099), Université P. Sabatier, 118 Route de Narbonne, 31062 Toulouse Cedex, France. cavaille@ibgc.biotoul.fr"
1699,12029448,European journal of pediatrics,Eur J Pediatr,2002,"Institute of Human Genetics, RWTH Aachen, Pauwelsstrasse 30, 52074 Aachen, Germany. teggermann@ukaachen.de"
1700,12016591,American journal of human genetics,Am J Hum Genet,2002,"Children's Hospital, Boston, MA 02115, USA."
1701,11977186,American journal of medical genetics,Am J Med Genet,2002,
1702,11977159,American journal of medical genetics,Am J Med Genet,2002,"Clinical and Molecular Genetics Unit, Institute of Child Health and Great Ormond Street Hospital, London, United Kingdom, UK."
1703,11966332,American journal of mental retardation : AJMR,Am J Ment Retard,2002,"School of Psychology, University of Birmingham, Edgbaston, UK. c.oliver@bham.ac.uk"
1704,11935334,Human genetics,Hum Genet,2002,"Wessex Regional Genetics Laboratory, Salisbury District Hospital, Salisbury, UK. ser@soton.ac.uk"
1705,11920158,Molecular psychiatry,Mol Psychiatry,2002,"Laboratory of Molecular Neuropsychiatry, Mount Sinai School of Medicine, New York, NY 10029, USA."
1706,11903458,Epilepsia,Epilepsia,2002,"Department of Medicine (Neurology), The University of Melbourne, Austin and Repatriation Medical Centre, Australia."
1707,11900479,Experimental cell research,Exp Cell Res,2002,"Faculty of Bioresources, Mie University, 1515 Kamihama, Tsu, 514-8507, Japan."
1708,11895368,Neurobiology of disease,Neurobiol Dis,2002,"Department of Obstetrics and Gynecology, Nagasaki University School of Medicine, Nagasaki, Japan."
1709,11857573,American journal of medical genetics,Am J Med Genet,2002,"Laboratory of Developmental Neuroscience, Child and Adolescent Psychiatry, Department of Psychiatry MC3077, University of Chicago, Chicago, Illinois 60637, USA."
1710,11851854,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2002,"University of Nijmegen and Plurijn Foundation/Winckelsteegh, Nijmegen, the Netherlands. P.Duker@ped.kun.nl"
1711,11845283,Mammalian genome : official journal of the International Mammalian Genome Society,Mamm Genome,2001,"Center for Neurobiology and Behavior, Department of Psychiatry, University of Pennsylvania, CRB 528, 415 Curie Blvd., Philadelphia, Pennsylvania 19104-6140, USA."
1712,11836378,Journal of medical genetics,J Med Genet,2002,"Wessex Regional Genetics Laboratory, Salisbury District Hospital, Salisbury, Wiltshire SP2 8BJ, UK. ser@soton.ac.uk"
1713,11836373,Journal of medical genetics,J Med Genet,2002,"Unidad de Biología Celular, Facultad de Ciencias, Departamento de Biología Celular, Fisiología e Inmunología, Universidad Autónoma de Barcelona, Bellaterra, Barcelona, Spain. David.Poyatos@uab.es"
1714,11806751,American journal of mental retardation : AJMR,Am J Ment Retard,2002,"Children's Mercy Hospitals, University of Missouri-Kansas City School of Medicine, MO 64108, USA."
1715,11803514,American journal of medical genetics,Am J Med Genet,2001,"Section of Developmental Psychiatry, University of Cambridge, Cambridge, UK."
1716,11803513,American journal of medical genetics,Am J Med Genet,2001,"Behavioral Health Care Line, VA Western New York Healthcare System and Department of Psychiatry, State University of New York at Buffalo, Buffalo, New York 14214, USA."
1717,11754074,American journal of medical genetics,Am J Med Genet,2001,
1718,11748306,Journal of medical genetics,J Med Genet,2001,"R C Philips Unit and Division of Genetics, Department of Pediatrics, University of Florida, Gainesville, FL 32610-0296, USA."
1719,11733034,Genes to cells : devoted to molecular & cellular mechanisms,Genes Cells,2001,"Department of Cellular Biochemistry and Human Genetics, The Hebrew University Hadassah Medical School, Jerusalem, Israel 91120."
1720,11726556,Human molecular genetics,Hum Mol Genet,2001,"Institut für Humangenetik, Universitätsklinikum Essen, 45122 Essen, Germany."
1721,11701647,Annual review of genomics and human genetics,Annu Rev Genomics Hum Genet,2001,"Center for Neurobiology and Behavior, Department of Psychiatry, University of Pennsylvania, Philadelphia, Pennsylvania 19104-6140, USA. robertn@mail.med.upenn.edu"
1722,11673606,Neurology,Neurology,2001,"Division of Child Neurology, Institute of Neurological Sciences, Faculty of Medicine, Tottori University, Tottori, Japan. dcn@grape.med.tottori-u.ac.jp"
1723,11665831,Developmental medicine and child neurology,Dev Med Child Neurol,2001,
1724,11592036,American journal of human genetics,Am J Hum Genet,2001,"Department of Biochemistry and Molecular Genetics, University of Virginia Health System, Charlottesville, VA, USA."
1725,11579432,American journal of medical genetics,Am J Med Genet,2001,"Institute of Medical Genetics, Catholic University, Rome, Italy."
1726,11579431,American journal of medical genetics,Am J Med Genet,2001,"Institute of Medical Genetics, University of Zurich, Switzerland. schinzel@medgen.unizh.ch"
1727,11576730,Molecular and cellular endocrinology,Mol Cell Endocrinol,2001,"Molecular Embryology Unit, Institute of Child Health, 30 Guilford Street, London WC1N 1EH, England, UK."
1728,11551105,Genetic testing,Genet Test,2001,"New York State Institute for Basic Research in Developmental Disabilities, Staten Island 10314, USA. milen.velinov@omr.state.ny.us"
1729,11543639,Genomics,Genomics,2001,"Program in Human Genetics, Department of Molecular Physiology & Biophysics, Vanderbilt University Medical Center, Nashville, Tennessee 37232, USA."
1730,11535008,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,J Clin Neurosci,2001,"Department of Paediatrics and Child Health, Flinders Medical Centre, Bedford Park, SA, Australia."
1731,11517290,Molecular human reproduction,Mol Hum Reprod,2001,"Molecular Embryology Unit, Institute of Child Health, 30 Guilford Street, London WC1N 1EH, UK."
1732,11514244,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Clin Neurophysiol,2001,"Department of Neurology, University Children's Hospital Queen Fabiola, Université Libre de Bruxelles, 15 Avenue JJ Crocq, 1020 Brussels, Belgium. bernard.dan@ulb.ac.be"
1733,11503445,Postepy biochemii,Postepy Biochem,2001,"Zakład Genetyki Medycznej, Instytut Matki i Dziecka, 01-211 Warszawa."
1734,11489053,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2001,"Department of Psychology and John F. Kennedy Center, Vanderbilt University, Nashville, Tennessee, USA. b.fox@vanderbilt.edu"
1735,11464243,European journal of human genetics : EJHG,Eur J Hum Genet,2001,"Institut für Humangenetik, Universitätsklinikum Essen, Essen, Germany."
1736,11463179,Developmental medicine and child neurology,Dev Med Child Neurol,2001,"Regional Genetic Service, St Mary's Hospital, Manchester, UK. jcs@central.cmht.nwest.nhs.uk"
1737,11462396,Ryoikibetsu shokogun shirizu,Ryoikibetsu Shokogun Shirizu,2001,"Department of Pediatrics, Hokkaido University School of Medicine."
1738,11432411,"Logopedics, phoniatrics, vocology",Logoped Phoniatr Vocol,2001,"School Hospital Teaching, Department of Paediatrics, Rikshospitalet, Oslo, Norway."
1739,11427447,Clinical chemistry,Clin Chem,2001,"Department of Tumor Cell Biology, Institute of Cancer Biology, Danish Cancer Society, Strandboulevarden 49, DK-2100 Copenhagen, Denmark."
1740,11425004,American journal of medical genetics,Am J Med Genet,2001,"John F. Kennedy Center, Vanderbilt University, Nashville, Tennessee 37203, USA."
1741,11421188,Ugeskrift for laeger,Ugeskr Laeger,2001,"John F. Kennedy Instituttet, Glostrup. kbn@kennedy.dk"
1742,11417368,Klinische Padiatrie,Klin Padiatr,2001,"Klinische Genetik am Kinderspital, St.-Johanns-Spital, Salzburg."
1743,11413988,Revista medica de Chile,Rev Med Chil,2001,Bioquímico Universidad de Chile.
1744,11397326,Genetics in medicine : official journal of the American College of Medical Genetics,Genet Med,2000,"Mayo Clinic, Rochester, MN 55905, USA."
1745,11353404,American journal of human genetics,Am J Hum Genet,2001,"Department of Human Genetics, The University of Chicago, Chicago, IL 60637, USA."
1746,11350123,Genomics,Genomics,2001,"Department of Molecular Genetics and Microbiology, University of Florida College of Medicine, Gainesville, Florida 32610, USA."
1747,11343340,American journal of medical genetics,Am J Med Genet,2001,"Division of Genetics, University of Florida, Gainesville, FL 32610, USA. Willica@peds.ufl.edu"
1748,11332942,"Acta paediatrica (Oslo, Norway : 1992)",Acta Paediatr,2001,"Department of Paediatrics, Kolding Sygehus, Denmark. ahmschulze@mail.tele.dk"
1749,11326269,Nature genetics,Nat Genet,2001,"Core Research for Evolutional Science and Technology project, Department of Molecular and Cell Genetics, School of Life Sciences, Faculty of Medicine, Tottori University, Tottori, Japan."
1750,11306815,Cytogenetics and cell genetics,Cytogenet Cell Genet,2001,"Department of Medical Genetics, University of Alberta, Edmonton, Alberta, Canada."
1751,11283796,American journal of human genetics,Am J Hum Genet,2001,"Institut für Humangenetik, Universitätsklinikum Essen, 45122 Essen, Germany. karin.buiting@uni-essen.de"
1752,11283202,Journal of medical genetics,J Med Genet,2001,"Regional Genetic Service, St Mary's Hospital, Hathersage Road, Manchester M13 OJH, UK."
1753,11260224,Clinical genetics,Clin Genet,2001,"Department of Medical Genetics, University of Alberta, Edmonton, Alberta, Canada."
1754,11258627,Genetics in medicine : official journal of the American College of Medical Genetics,Genet Med,1999,"Department of Molecular Genetics and Microbiology, and Center for Mammalian Genetics, University of Florida College of Medicine, Gainesville 32610-0296, USA."
1755,11238684,Journal of medical genetics,J Med Genet,2001,"Département de Génétique and INSERM U-393, Hôpital Necker-Enfants Malades, 149 rue de Sèvres, 75743 Paris Cedex 15, France."
1756,11230184,Human molecular genetics,Hum Mol Genet,2001,"Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, CA 94305-5323, USA."
1757,11198279,Annals of neurology,Ann Neurol,2001,"Department of Pharmacology and Clinical Pharmacology, University of Turku, Finland. irma.holopainen@utu.fi"
1758,11180221,American journal of medical genetics,Am J Med Genet,2000,"University of California, Irvine, USA."
1759,11146466,American journal of medical genetics,Am J Med Genet,2000,"Institute of Medical Genetics, University of Zürich, Zürich, Switzerland."
1760,11140414,"Genetic counseling (Geneva, Switzerland)",Genet Couns,2000,"Center for Human Genetics, University Hospital, Leuven, Belgium."
1761,11134237,Journal of medical genetics,J Med Genet,2001,"Department of Human Genetics, University of Chicago, 920 East 58th Street, Chicago, IL 60637, USA."
1762,11107193,Mental retardation and developmental disabilities research reviews,Ment Retard Dev Disabil Res Rev,2000,"Departments of Neurology and Pediatrics, University of Wisconsin, Madison, Wisconsin 53792, USA. stafstrom@neurology.wisc.edu"
1763,11101841,Nature genetics,Nat Genet,2000,"Department of Cellular Biochemistry and Human Genetics, The Hebrew University Hadassah Medical School, Jerusalem, Israel."
1764,11078565,American journal of medical genetics,Am J Med Genet,2000,"Department of Human Genetics, Virginia Commonwealth University/Medical College of Virginia, Richmond, Virginia 23298, USA."
1765,11074018,Physiological genomics,Physiol Genomics,2000,"University of Tennessee Graduate School of Genome Science and Technology, Oak Ridge National Laboratory, Oak Ridge 37831-6480, USA."
1766,11057124,Ryoikibetsu shokogun shirizu,Ryoikibetsu Shokogun Shirizu,2000,"Department of Pediatrics, Faculty of Medicine, University of the Ryukyus."
1767,11055182,Psychiatria polska,Psychiatr Pol,2000,Kliniki Psychiatrii Dzieci i Młodziezy w Poznaniu.
1768,11044469,Molecular human reproduction,Mol Hum Reprod,2000,"Centre for Medical Genetics. Centre for Reproductive Medicine, University Hospital, Dutch-speaking Brussels Free University (Vrije Universiteit Brussel), Laarbeeklaan 101, B-1090 Brussels, Belgium."
1769,10995513,American journal of medical genetics,Am J Med Genet,2000,"Department of Biology, Institute of Bioscience, University of Sâo Paulo, Sâo Paulo, Brazil. cfridman@ib.usp.br"
1770,10985941,Bailliere's best practice & research. Clinical obstetrics & gynaecology,Baillieres Best Pract Res Clin Obstet Gynaecol,2000,"Cytogenetic Laboratory, B.C. Children's and Women's Hospital, Vancouver, B.C., Canada."
1771,10982040,Human genetics,Hum Genet,2000,"Department of Clinical Genetics, Oulu University Hospital, Finland. hannaleena.kokkonen@oulu.fi"
1772,10958632,Genome research,Genome Res,2000,"Human Genome Center, Biology and Biotechnology Research Program, L-441, Lawrence Livermore National Laboratory, Livermore, California 94551, USA."
1773,10951304,Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus,J AAPOS,2000,"Departments of Ophthalmology and Pediatrics, Division of Genetics and Metabolism, the University of North Carolina at Chapel Hill, 27599-7040, USA."
1774,10927959,Acta paediatrica Taiwanica = Taiwan er ke yi xue hui za zhi,Acta Paediatr Taiwan,1999,"Department of Pediatrics, Taipei Municipal Ho-Pin Hospital, Taiwan."
1775,10905897,Journal of medical genetics,J Med Genet,2000,
1776,10904966,Revista de neurologia,Rev Neurol,2000,"Servicio de Farmacología Clínica, Hospital Universitario Marqués de Valdecilla, Universidad de Cantabria, Santander, España. facasj@humv.es"
